Reference number,AWB,Company,Store,Recipient Name,Company Payment Type,Delivering City,Delivering Area,Shipment Details,Zones,Cash on Delivery,Returned With Fees,Exp Delivery Fees,Shipment Status,Creation Date,Distribution Center Date,AssignTo Courier Date,Acctual Delivering Date,COD Collection Date,Company Settlement Date
1841z,24040458000866,mango perfume,mango perfume,.,Pay After Delivery,Maan,النعيمات,انفكتوس فيكتوري + فرزاتشي بور هوم,S - M,27,,2.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 9:43:25 AM,4/21/2024 9:01:38 PM,4/22/2024 3:17:03 AM,4/22/2024 10:21:57 AM
1842z,24040458000867,mango perfume,mango perfume,.,Pay After Delivery,Irbid,المنارة,ايماجنيشن + الترا ميل,C 1,0,,2.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 9:21:52 PM,4/21/2024 9:33:07 PM,4/21/2024 11:44:32 PM,4/22/2024 10:21:57 AM
1843z,24040458000868,mango perfume,mango perfume,.,Pay After Delivery,Russeifa,الرصيفة,3عبوات سبايس بمب اكستريم,R,21,,2.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 11:01:07 AM,4/21/2024 5:43:03 PM,4/21/2024 11:59:48 PM,4/22/2024 10:21:57 AM
1844z,24040458000869,mango perfume,mango perfume,.,Pay After Delivery,Amman,دوار الواحة,هاج سينت,G,2,,1.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 9:38:12 AM,4/21/2024 11:31:17 AM,4/21/2024 7:44:05 PM,4/22/2024 10:21:57 AM
1845z,24040458000870,mango perfume,mango perfume,.,Pay After Delivery,Amman,البنيات,امبري لذر + 50مل انتنسلي,O,32,,1.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/23/2024 9:45:43 AM,4/23/2024 2:55:52 PM,4/23/2024 9:32:09 PM,4/24/2024 11:06:16 AM
1846z,24040458000871,mango perfume,mango perfume,.,Pay After Delivery,Irbid,الحي الشرقي,212بلاك + ديلان بلو رجالي + 50مل ديور هوم,Q 9,32,,2.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 2:07:31 PM,4/21/2024 7:37:38 PM,4/21/2024 11:38:58 PM,4/22/2024 10:21:57 AM
1847z,24040458000872,mango perfume,mango perfume,.,Pay After Delivery,Amman,البيادر,ليبر انتنس + بربري هير الكسير + 50 مل بلاك اوركيد,RTN,32,,1.5,Item Returned To Company Completed,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 10:25:08 AM,,,
1849z,24040458000874,mango perfume,mango perfume,.,Pay After Delivery,Irbid,الحصن,لا نوي دي لاهوم,Q 1,0,,2.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/21/2024 1:11:30 PM,4/21/2024 5:35:06 PM,4/21/2024 11:18:49 PM,4/22/2024 10:21:57 AM
18410z,24040458000875,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجاردنز,50مل مسك نوار نارسيسو,G,12,,1.75,Cod Collected,4/21/2024 5:36:59 AM,4/21/2024 7:02:20 AM,4/22/2024 10:00:36 AM,4/22/2024 4:47:59 PM,4/22/2024 8:27:46 PM,4/23/2024 10:22:11 AM
R1944F,24040458000876,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/21/2024 3:37:46 PM,4/21/2024 3:37:57 PM,4/21/2024 3:38:14 PM,,,
R1849z,24040458000877,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/21/2024 4:04:35 PM,4/21/2024 4:04:41 PM,4/21/2024 4:04:53 PM,,,
r19425F,24040458000878,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,RTN,0,,1.5,Item Returned To Company Completed,4/21/2024 4:54:26 PM,4/21/2024 4:54:37 PM,4/21/2024 4:54:49 PM,,,
R15414TT,24040458000879,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,RTN,0,,1.5,Item Returned To Company Completed,4/21/2024 7:09:57 PM,4/21/2024 7:10:05 PM,4/21/2024 7:10:31 PM,,,
R17410t,24040458000881,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,RTN,0,,1.5,Item Returned To Company Completed,4/21/2024 7:35:36 PM,4/21/2024 7:35:45 PM,4/21/2024 7:36:01 PM,,,
r1842z,24040458000882,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/21/2024 9:05:33 PM,4/21/2024 9:05:41 PM,4/21/2024 11:36:38 PM,,,
R1947F,24040458000883,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/21/2024 9:23:02 PM,4/21/2024 9:23:14 PM,4/21/2024 9:23:35 PM,,,
R16417F,24040458000884,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/22/2024 1:34:23 AM,4/22/2024 1:34:53 AM,,,,
R1541z,24040458000885,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/22/2024 3:46:09 AM,4/22/2024 3:46:31 AM,,,,
2041t,24040458000886,mango perfume,mango perfume,.,Pay After Delivery,Amman,طبربور,100مل نيشاني/ 100مل مونت بلانك/50مل امبر ليذر,H,32,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:41:01 AM,4/22/2024 2:29:08 PM,4/22/2024 8:37:21 PM,4/23/2024 10:22:11 AM
2042t,24040458000887,mango perfume,mango perfume,.,Pay After Delivery,Irbid,اربد,50مل// انجل  شير عبوتين/ ديمارلي سلفر ,,0,,2.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 2:56:09 PM,4/22/2024 9:37:00 PM,4/22/2024 10:33:46 PM,4/23/2024 10:22:11 AM
2043t,24040458000888,mango perfume,mango perfume,.,Pay After Delivery,Amman,البيادر,100مل// الورا هوم سبورت/الترا ميل/ اكوا جيو,E,37,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 10:14:15 AM,4/22/2024 12:16:04 PM,4/22/2024 6:39:44 PM,4/23/2024 10:22:11 AM
2044t,24040458000889,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجبيهة,100مل // فيرزاتشي ايروس / كريد افينيوس,I,27,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:31:13 AM,4/22/2024 4:13:23 PM,4/22/2024 9:13:52 PM,4/23/2024 10:22:11 AM
2045t,24040458000890,mango perfume,mango perfume,.,Pay After Delivery,Amman,الدوار السادس,100مل // هوجو بوس/ سوفاج/ فيرزاتشي ايروس,K,40,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 8:38:42 AM,4/22/2024 9:12:51 AM,4/22/2024 12:17:47 PM,4/22/2024 10:42:51 PM,4/23/2024 10:22:11 AM
2046t,24040458000891,mango perfume,mango perfume,.,Pay After Delivery,Amman,الاشرفية,100مل //ليبرا/ ميسزز ديور/50مل ماي واي,C 2,0,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 4:49:33 PM,4/22/2024 5:33:18 PM,4/22/2024 8:31:35 PM,4/23/2024 10:22:11 AM
2047t,24040458000892,mango perfume,mango perfume,.,Pay After Delivery,Amman,ماركا الشمالية,100مل// عبوتين بولغاري / توم فورد بلاك عود/امبر ليذر,RTN,50,,1.5,Item Returned To Company Completed,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 10:09:22 AM,,,
2048t,24040458000893,mango perfume,mango perfume,.,Pay After Delivery,Amman,القويسمة,100مل// سوفاج الكسير/ كوتش نيويورك / كريد افينيوس,C 2,50,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 10:00:15 AM,4/22/2024 4:03:53 PM,4/22/2024 8:31:35 PM,4/23/2024 10:22:11 AM
2049t,24040458000894,mango perfume,mango perfume,.,Pay After Delivery,Karak,الكرك,100مل توباكلور ديور وكمان علبة 50مل/ 100مل سوفاج,S - K,32,,2.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 7:43:49 PM,4/22/2024 7:54:40 PM,4/22/2024 11:10:37 PM,4/23/2024 10:22:11 AM
20410t,24040458000895,mango perfume,mango perfume,.,Pay After Delivery,Amman,مستشفى الامير حمزة,100مل/ بلو شانيل/100مل دنهل/ 50مل نيشاني ,F,32,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/23/2024 10:07:31 AM,4/23/2024 3:53:55 PM,4/23/2024 10:13:29 PM,4/24/2024 11:06:16 AM
20411t,24040458000896,mango perfume,mango perfume,.,Pay After Delivery,Amman,شارع الإذاعة والتلفزيون,100مل// يو / سوفاج,P,27,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:21:09 AM,4/22/2024 2:37:55 PM,4/22/2024 8:53:00 PM,4/23/2024 10:22:11 AM
  20412T,24040458000897,mango perfume,mango perfume,.,Pay After Delivery,Petra ,البتراء,100مل// فيرزاتشي ايروس /يو/ جوتشي فلورا,S - M,40,,2.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:10:15 AM,4/22/2024 3:46:10 PM,4/23/2024 12:44:33 AM,4/23/2024 10:22:11 AM
2041F,24040458000898,mango perfume,mango perfume,.,Pay After Delivery,Amman,الدوار الثامن,بور يون ١٠٠,R,17,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 10:01:25 AM,4/22/2024 11:13:45 AM,4/22/2024 6:39:44 PM,4/23/2024 10:22:11 AM
2042F,24040458000899,mango perfume,mango perfume,.,Pay After Delivery,South Aghwar,البحر الميت,ون مان شو ١٠٠/سوفاج ١٠٠ عدد ٢,RTN,40,,1.75,Item Returned To Company Completed,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/24/2024 9:23:02 AM,,,
2043F,24040458000900,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجبيهة,انسلنس١٠٠/ لانترد جفنشي الخمرية ١٠٠,I,27,,1.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:31:13 AM,4/22/2024 2:25:44 PM,4/22/2024 9:13:52 PM,4/23/2024 10:22:11 AM
2044F,24040458000901,mango perfume,mango perfume,.,Pay After Delivery,Aqaba,العقبة,سوفاج الكسير ١٠٠/كريد افنتوس١٠٠,S - A,27,,2.75,Cod Collected,4/22/2024 4:17:17 AM,4/22/2024 5:14:06 AM,4/22/2024 9:00:32 AM,4/22/2024 8:23:22 PM,4/23/2024 3:38:02 AM,4/23/2024 10:22:11 AM
2045F,24040458000902,mango perfume,mango perfume,.,Pay After Delivery,Amman,ام السماق,جنتل مان جفنشي ١٠٠/كلفن كلاين مان ١٠٠/ جنتل مان ٥٠,E,0,,1.75,Cod Collected,4/22/2024 4:17:18 AM,4/22/2024 5:14:06 AM,4/22/2024 10:14:15 AM,4/22/2024 1:35:36 PM,4/22/2024 6:39:44 PM,4/23/2024 10:22:11 AM
2047F,24040458000904,mango perfume,mango perfume,.,Pay After Delivery,Amman,ابو علندا,يو ١٠٠ مل عدد٢/ديور بويزن ٥٠,C 2,30,,1.75,Cod Collected,4/22/2024 4:17:18 AM,4/22/2024 5:17:56 AM,4/22/2024 10:00:15 AM,4/22/2024 3:16:36 PM,4/22/2024 8:31:35 PM,4/23/2024 10:22:11 AM
2048F,24040458000905,mango perfume,mango perfume,.,Pay After Delivery,Zarqa,الجامعة الهاشمية,لانكوم ميراكل ستاتي١٠٠ عدد٢,Z - 1,25,,2.75,Cod Collected,4/22/2024 4:17:18 AM,4/22/2024 5:14:06 AM,4/23/2024 10:38:48 AM,4/23/2024 2:33:59 PM,4/23/2024 9:37:47 PM,4/24/2024 11:06:16 AM
2049F,24040458000906,mango perfume,mango perfume,.,Pay After Delivery,Amman,ابو نصير,هبتلك بويزن ١٠٠/الترا ميل ١٠٠,J,2,,1.75,Cod Collected,4/22/2024 4:17:18 AM,4/22/2024 5:14:06 AM,4/22/2024 9:20:52 AM,4/22/2024 11:26:57 AM,4/22/2024 6:55:41 PM,4/23/2024 10:22:11 AM
20410F,24040458000907,mango perfume,mango perfume,.,Pay After Delivery,Amman,جاوا,فرزاتشي برايت كريستال ١٠٠/سي احمر ١٠٠/ سكاندل ١٠٠,D 1,40,,1.75,Cod Collected,4/22/2024 4:17:18 AM,4/22/2024 5:14:06 AM,4/22/2024 9:36:33 AM,4/22/2024 11:13:59 AM,4/22/2024 9:51:07 PM,4/23/2024 10:22:11 AM
r2049F,24040458000908,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو نصير,,RTN,0,,1.5,Item Returned To Company Completed,4/22/2024 11:27:29 AM,4/22/2024 11:27:36 AM,4/22/2024 11:27:45 AM,,,
A1949F,24040458000909,mango perfume,mango perfume,,Pay After Delivery,Amman,جبل الزهور,,P,-28,,1.75,Cod Collected,4/22/2024 4:15:10 PM,4/22/2024 4:15:18 PM,4/22/2024 4:15:31 PM,4/22/2024 6:38:50 PM,4/22/2024 8:53:00 PM,4/23/2024 10:22:11 AM
R2042t,24040458000910,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/22/2024 9:31:59 PM,4/22/2024 9:32:15 PM,4/22/2024 10:29:26 PM,,,
RA1949F,24040458000911,mango perfume,mango perfume,,Pay After Delivery,Amman,ابو علندا,,C 2,0,,1.5,Item Returned To Company Completed,4/22/2024 11:58:37 PM,4/22/2024 11:59:13 PM,,,,
2141t,24040458000912,mango perfume,mango perfume,.,Pay After Delivery,Rumtha,الرمثا,100مل عبوتين شيك اودو تواليت ,Q 7,27,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 12:42:22 PM,4/23/2024 3:51:25 PM,4/23/2024 7:51:15 PM,4/24/2024 11:06:16 AM
2142t,24040458000913,mango perfume,mango perfume,.,Pay After Delivery,Amman,الفحيص,100مل كلب دي نيت,M,19,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:15:27 AM,4/23/2024 3:09:07 PM,4/24/2024 12:09:44 AM,4/24/2024 11:06:16 AM
2143t,24040458000914,mango perfume,mango perfume,.,Pay After Delivery,Amman,ماركا الشمالية,100مل/ يو / سي حمرا/ بلو شانيل/ كريد افينيوس,C 1,0,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:22:38 AM,4/23/2024 9:53:15 PM,4/23/2024 10:23:05 PM,4/24/2024 11:06:16 AM
2144t,24040458000915,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجبيهة,100مل // لابيل جون بيل/ مونت بلانك اكسبلورر,I,0,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:28:38 AM,4/23/2024 5:42:29 PM,4/23/2024 10:15:09 PM,4/24/2024 11:06:16 AM
2145t,24040458000916,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجبيهة,100مل شانيل5/توم فورد الذهبي/50مل بربري لندن,I,32,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:28:38 AM,4/23/2024 2:30:30 PM,4/23/2024 10:15:09 PM,4/24/2024 11:06:16 AM
2146t,24040458000917,mango perfume,mango perfume,.,Pay After Delivery,Amman,مرج الحمام,100مل / سوفاج/ فيرزاتشي ايروس/ كريد افينيوس,RTN,40,,1.5,Item Returned To Company Completed,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/29/2024 12:09:02 PM,,,
2147t,24040458000918,mango perfume,mango perfume,.,Pay After Delivery,Amman,دير غبار,100مل شانيل فلورا الزهر ,K,0,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 5:37:35 PM,4/23/2024 9:22:19 PM,4/23/2024 10:19:02 PM,4/24/2024 11:06:16 AM
2148t,24040458000919,mango perfume,mango perfume,.,Pay After Delivery,Amman,جاوا,100مل اكوا جيو/ بلاك اوركيد,D 1,27,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:42:29 AM,4/23/2024 4:36:37 PM,4/23/2024 7:21:18 PM,4/24/2024 11:06:16 AM
2149t,24040458000920,mango perfume,mango perfume,.,Pay After Delivery,Wadi Musa,وادي موسى,100مل توكسيدو,S - M,0,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:34:44 AM,4/23/2024 9:55:51 PM,4/24/2024 1:45:45 AM,4/24/2024 11:06:16 AM
21410t,24040458000921,mango perfume,mango perfume,.,Pay After Delivery,Irbid,اربد,100مل/ ايرورا سبورت/ / سان لوران,,27,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 1:47:47 PM,4/23/2024 3:39:10 PM,4/23/2024 11:52:08 PM,4/24/2024 11:06:16 AM
21411t,24040458000922,mango perfume,mango perfume,.,Pay After Delivery,Amman,طبربور,100مل الترا ميل الكسير الذهبية/ سايد افيكت,H,0,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:52:08 AM,4/23/2024 3:41:32 PM,4/23/2024 9:18:24 PM,4/24/2024 11:06:16 AM
21412t,24040458000923,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجبيهة,100مل فيرزاتشي ايروس,I,19,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/24/2024 9:52:41 AM,4/24/2024 1:11:52 PM,4/24/2024 8:59:27 PM,4/25/2024 10:11:40 AM
21413t,24040458000924,mango perfume,mango perfume,.,Pay After Delivery,Tafilah,الطفيلة,100مل// سي الحمرا/ كوكو شانيل ,S - T,27,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/24/2024 9:50:34 AM,4/24/2024 7:47:35 PM,4/25/2024 12:50:21 AM,4/25/2024 10:11:40 AM
21414t,24040458000925,mango perfume,mango perfume,.,Pay After Delivery,Zarqa,الحرة,100مل بولغاري الأزرق,,19,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/25/2024 11:43:26 AM,4/25/2024 3:11:32 PM,4/25/2024 7:16:43 PM,4/27/2024 10:12:45 AM
21415t,24040458000926,mango perfume,mango perfume,.,Pay After Delivery,Ajlun,عجلون,100مل ck1,N-A,2,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/24/2024 10:53:10 AM,4/24/2024 2:44:17 PM,4/24/2024 8:28:33 PM,4/25/2024 10:11:40 AM
21416t,24040458000927,mango perfume,mango perfume,.,Pay After Delivery,Aqaba,العقبة,100مل نيشاني هاشيفات/ فيرزاتشي ايروس,S - A,2,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:26:16 AM,4/23/2024 4:28:51 PM,4/24/2024 12:59:15 AM,4/24/2024 11:06:16 AM
2141F,24040458000928,mango perfume,mango perfume,.,Pay After Delivery,Amman,دوار الداخلية,مون جيرلان ٥٠/ون مليون لكي ٥٠ مل عدد ٢,C 3,21,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:51:29 AM,4/23/2024 1:51:33 PM,4/23/2024 8:49:48 PM,4/24/2024 11:06:16 AM
2142F,24040458000929,mango perfume,mango perfume,.,Pay After Delivery,Amman,الجاردنز,لاكوست وآيت ١٠٠/الور سبورت ١٠٠/ايروس٥٠,G,32,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:49:29 AM,4/23/2024 11:27:19 AM,4/23/2024 8:09:19 PM,4/24/2024 11:06:16 AM
2143F,24040458000930,mango perfume,mango perfume,.,Pay After Delivery,Amman,شارع الجامعة,ايروس١٠٠/سوفاج ١٠٠/لاكوست وايت ٥٠,G,32,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:49:29 AM,4/23/2024 2:31:43 PM,4/23/2024 8:09:19 PM,4/24/2024 11:06:16 AM
2144F,24040458000931,mango perfume,mango perfume,.,Pay After Delivery,Irbid,ضاحية الحسين,هليبنتك بويزن١٠٠,,19,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 8:52:55 PM,4/23/2024 9:13:48 PM,4/23/2024 9:50:30 PM,4/24/2024 11:06:16 AM
2145F,24040458000932,mango perfume,mango perfume,.,Pay After Delivery,Madaba,مادبا,انتيرنتي رجالي ١٠٠/انتيرنتي ستاتي١٠٠/جود جيرل السوده١٠٠,N,40,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:28:44 AM,4/23/2024 11:55:50 AM,4/23/2024 7:39:18 PM,4/24/2024 11:06:16 AM
2146F,24040458000933,mango perfume,mango perfume,.,Pay After Delivery,Amman,القسطل,يو انتنسلي١٠٠/الترا ميل١٠٠/ارماني كود ٥٠,N,32,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:49:23 AM,4/23/2024 1:45:53 PM,4/23/2024 10:09:09 PM,4/24/2024 11:06:16 AM
2147F,24040458000934,mango perfume,mango perfume,.,Pay After Delivery,Amman,تلاع العلي,جوتشي جولتي الذهبية ستاتي١٠٠ مل عدد ٢,G,27,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 11:52:54 AM,4/23/2024 12:54:36 PM,4/23/2024 8:09:19 PM,4/24/2024 11:06:16 AM
2148F,24040458000935,mango perfume,mango perfume,.,Pay After Delivery,Amman,شارع عبدالله غوشة,هيريرا فور مان ١٠٠,K,1,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:10:27 AM,4/23/2024 2:43:13 PM,4/23/2024 10:19:02 PM,4/24/2024 11:06:16 AM
2149F,24040458000936,mango perfume,mango perfume,.,Pay After Delivery,Karak,المرج,شانيل شانس تندر ١٠٠/ هديه ستاتي,RTN,19,,1.75,Item Returned To Company Completed,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/25/2024 11:21:05 AM,,,
21410F,24040458000937,mango perfume,mango perfume,.,Pay After Delivery,Zarqa,الزرقاء,مونت بلانك قولد ليجند ١٠٠/ارماني كود ١٠٠,Z - 1,27,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:33:16 AM,4/23/2024 12:23:41 PM,4/23/2024 9:38:39 PM,4/24/2024 11:06:16 AM
21411F,24040458000938,mango perfume,mango perfume,.,Pay After Delivery,Amman,الرابية,جوتشي فلورا ١٠٠/ ديور جوي ١٠٠,K,2,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:10:27 AM,4/23/2024 1:35:34 PM,4/23/2024 10:19:02 PM,4/24/2024 11:06:16 AM
21412F,24040458000939,mango perfume,mango perfume,.,Pay After Delivery,Amman,شارع الجامعة,ليبر ١٠٠/ كوكو مدموزيل ١٠٠/جيس الزهر ستاتي١٠٠,G,40,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:49:29 AM,4/23/2024 1:55:33 PM,4/23/2024 8:09:19 PM,4/24/2024 11:06:16 AM
21413F,24040458000940,mango perfume,mango perfume,.,Pay After Delivery,Salt,السلط,مونت بلانك ليجند ١٠٠ عدد ٢,M,25,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:15:27 AM,4/23/2024 2:57:46 PM,4/24/2024 12:09:44 AM,4/24/2024 11:06:16 AM
21414F,24040458000941,mango perfume,mango perfume,.,Pay After Delivery,Amman,مرج الحمام,فلانتينو ستاتي١٠٠/ نيرسيسو الاسود ١٠٠/ جيرلان باريس ١٠٠,O,40,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 9:38:46 AM,4/23/2024 4:33:52 PM,4/23/2024 6:45:09 PM,4/24/2024 11:06:16 AM
21415F,24040458000942,mango perfume,mango perfume,.,Pay After Delivery,Russeifa,الجبل الشمالي,للكوست وايت ١٠٠/بلاك افغانو ١٠٠,Z - 1,27,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:33:16 AM,4/23/2024 6:06:17 PM,4/23/2024 9:38:39 PM,4/24/2024 11:06:16 AM
21416F,24040458000943,mango perfume,mango perfume,.,Pay After Delivery,Amman,ام نوارة,بلو شانيل ١٠٠/ ايروس ١٠٠/ الور سبورت ٥٠,C 1,30,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/23/2024 10:19:01 AM,4/23/2024 8:36:44 PM,4/23/2024 11:58:34 PM,4/24/2024 11:06:16 AM
21417F,24040458000944,mango perfume,mango perfume,.,Pay After Delivery,Aqaba,الثامنة,دنهل بلو ١٠٠/هوجو انموشن ١٠٠/جفنشي الترا مارينا ١٠٠,S - A,40,,2.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/24/2024 10:03:38 AM,4/24/2024 6:21:40 PM,4/25/2024 2:11:00 AM,4/25/2024 10:11:40 AM
21418F,24040458000945,mango perfume,mango perfume,.,Pay After Delivery,Amman,الدوار الخامس,شانيل شانس ١٠٠/بيربري برايت رجالي١٠٠/انتيرنتي رجالي١٠٠,C 3,40,,1.75,Cod Collected,4/23/2024 3:17:00 AM,4/23/2024 3:50:19 AM,4/24/2024 9:42:24 AM,4/24/2024 2:33:05 PM,4/24/2024 8:30:30 PM,4/25/2024 10:11:40 AM
